ORIGIN;DEST;DEPARTURE DATE;DEPARTURE TIME;BOOKING CLASS;FARE;DAYS TO DEPARTURE;# BOOKINGS (net)
BER;DUS;2014-01-21;940;B;94;355;0
BER;DUS;2014-01-21;940;B;94;204;0
BER;DUS;2014-01-21;940;E;44;355;0
BER;DUS;2014-01-21;940;E;44;204;0
BER;DUS;2014-01-21;940;I;84;355;0
BER;DUS;2014-01-21;940;I;84;204;0
BER;DUS;2014-01-21;940;J;194;355;0
BER;DUS;2014-01-21;940;J;194;204;0
BER;DUS;2014-01-21;940;J;194;41;1
BER;DUS;2014-01-21;940;K;114;355;0
BER;DUS;2014-01-21;940;K;114;204;0
BER;DUS;2014-01-21;940;L;64;355;0
BER;DUS;2014-01-21;940;L;64;204;0
BER;DUS;2014-01-21;940;M;224;355;0
BER;DUS;2014-01-21;940;M;224;204;0
BER;DUS;2014-01-21;940;N;164;355;0
BER;DUS;2014-01-21;940;N;164;204;0
BER;DUS;2014-01-21;940;R;264;355;0
BER;DUS;2014-01-21;940;R;264;204;0
BER;DUS;2014-01-21;940;T;74;355;0
BER;DUS;2014-01-21;940;T;74;204;0
BER;DUS;2014-01-21;940;V;54;355;0
BER;DUS;2014-01-21;940;V;54;204;0
BER;DUS;2014-01-21;940;Z;134;355;0
BER;DUS;2014-01-21;940;Z;134;204;0
BER;BOB;2014-01-21;940;B;95;204;0
BER;BOB;2014-01-21;940;E;45;204;0
BER;BOB;2014-01-21;940;I;85;204;0
BER;BOB;2014-01-21;940;J;145;204;0
BER;BOB;2014-01-21;940;K;105;204;0
BER;BOB;2014-01-21;940;L;65;204;1
BER;BOB;2014-01-21;940;M;165;204;0
BER;BOB;2014-01-21;940;N;125;204;0
BER;BOB;2014-01-21;940;R;185;204;0
BER;BOB;2014-01-21;940;T;75;204;0
BER;BOB;2014-01-21;940;V;55;204;0
BER;BOB;2014-01-21;940;Z;115;355;0
BER;BOB;2014-01-21;940;Z;115;204;0
BER;DUS;2014-01-21;940;J;194;1;2
BER;DUS;2014-01-21;940;N;164;1;7
BER;BOB;2014-01-21;940;B;95;1;4
BER;BOB;2014-01-21;940;I;85;1;16
BER;BOB;2014-01-21;940;K;105;1;2
BER;DUS;2014-01-21;940;J;194;0;3
BER;BOB;2014-01-21;940;B;95;0;5
BER;DUS;2014-01-21;940;N;164;123;1
BER;DUS;2014-01-21;940;N;164;121;0
BER;DUS;2014-01-21;940;N;164;108;1
BER;DUS;2014-01-21;940;N;164;106;0
BER;DUS;2014-01-21;940;N;164;99;1
BER;DUS;2014-01-21;940;N;164;95;0
BER;DUS;2014-01-21;940;N;164;75;1
BER;DUS;2014-01-21;940;N;164;72;0
BER;BOB;2014-01-21;940;V;55;72;3
BER;DUS;2014-01-21;940;N;164;68;1
BER;BOB;2014-01-21;940;V;55;68;2
BER;DUS;2014-01-21;940;N;164;40;0
BER;DUS;2014-01-21;940;N;164;33;2
BER;BOB;2014-01-21;940;I;85;33;3
BER;DUS;2014-01-21;940;N;164;31;3
BER;BOB;2014-01-21;940;T;75;31;6
BER;DUS;2014-01-21;940;N;164;30;2
BER;BOB;2014-01-21;940;K;105;30;4
BER;BOB;2014-01-21;940;T;75;30;9
BER;DUS;2014-01-21;940;N;164;15;3
BER;BOB;2014-01-21;940;T;75;15;14
BER;BOB;2014-01-21;940;V;55;15;2
BER;DUS;2014-01-21;940;N;164;8;4
BER;BOB;2014-01-21;940;L;65;8;10
BER;DUS;2014-01-21;940;N;164;5;5
BER;BOB;2014-01-21;940;L;65;5;15
BER;BOB;2014-01-21;940;T;75;5;16
BER;DUS;2014-01-21;940;N;164;4;6
BER;BOB;2014-01-21;940;K;105;4;1
BER;BOB;2014-01-21;940;L;65;4;20
BER;DUS;2014-01-21;940;N;164;3;7
BER;BOB;2014-01-21;940;J;145;3;1
BER;BOB;2014-01-21;940;T;75;3;22
BER;BOB;2014-01-21;940;B;95;355;0
BER;BOB;2014-01-21;940;E;45;355;0
BER;BOB;2014-01-21;940;I;85;355;0
BER;BOB;2014-01-21;940;J;145;355;0
BER;BOB;2014-01-21;940;K;105;355;0
BER;BOB;2014-01-21;940;L;65;355;0
BER;BOB;2014-01-21;940;M;165;355;0
BER;BOB;2014-01-21;940;N;125;355;0
BER;BOB;2014-01-21;940;R;185;355;0
BER;BOB;2014-01-21;940;T;75;355;0
BER;BOB;2014-01-21;940;V;55;355;0
BER;BOB;2014-01-21;940;E;45;150;1
BER;BOB;2014-01-21;940;E;45;83;3
BER;BOB;2014-01-21;940;E;45;18;4
BER;BOB;2014-01-21;940;I;85;18;4
BER;BOB;2014-01-21;940;T;75;18;14
BER;BOB;2014-01-21;940;I;85;45;1
BER;BOB;2014-01-21;940;I;85;38;2
BER;BOB;2014-01-21;940;I;85;37;3
BER;BOB;2014-01-21;940;I;85;36;4
BER;BOB;2014-01-21;940;K;105;36;2
BER;BOB;2014-01-21;940;T;75;36;3
BER;BOB;2014-01-21;940;I;85;17;5
BER;BOB;2014-01-21;940;I;85;16;6
BER;BOB;2014-01-21;940;I;85;12;7
BER;BOB;2014-01-21;940;I;85;11;10
BER;BOB;2014-01-21;940;L;65;11;4
BER;BOB;2014-01-21;940;T;75;11;15
BER;BOB;2014-01-21;940;V;55;11;2
BER;BOB;2014-01-21;940;I;85;2;18
BER;BOB;2014-01-21;940;T;75;2;25
BER;BOB;2014-01-21;940;Z;115;2;1
BER;BOB;2014-01-21;940;K;105;29;2
BER;BOB;2014-01-21;940;K;105;19;0
BER;BOB;2014-01-21;940;T;75;19;13
BER;BOB;2014-01-21;940;L;65;289;1
BER;BOB;2014-01-21;940;L;65;54;2
BER;BOB;2014-01-21;940;L;65;47;3
BER;BOB;2014-01-21;940;L;65;46;4
BER;BOB;2014-01-21;940;T;75;46;1
BER;BOB;2014-01-21;940;L;65;9;6
BER;BOB;2014-01-21;940;V;55;9;11
BER;BOB;2014-01-21;940;L;65;7;11
BER;BOB;2014-01-21;940;L;65;6;14
BER;BOB;2014-01-21;940;T;75;45;2
BER;BOB;2014-01-21;940;T;75;20;11
BER;BOB;2014-01-21;940;T;75;13;15
BER;BOB;2014-01-21;940;V;55;93;1
BER;BOB;2014-01-21;940;V;55;79;2
BER;BOB;2014-01-21;940;V;55;60;3
BER;BOB;2014-01-21;940;V;55;10;8
BER;NRT;2014-01-20;950;B;94;6;11
BER;NRT;2014-01-20;950;B;94;5;13
BER;NRT;2014-01-20;950;T;74;203;0
BER;NRT;2014-01-20;950;J;144;357;0
BER;NRT;2014-01-20;950;I;84;357;0
BER;NRT;2014-01-20;950;B;94;357;0
BER;NRT;2014-01-20;950;E;44;357;0
BER;NRT;2014-01-20;950;K;104;357;0
BER;NRT;2014-01-20;950;L;64;357;0
BER;NRT;2014-01-20;950;M;164;357;0
BER;NRT;2014-01-20;950;N;124;357;0
BER;NRT;2014-01-20;950;R;184;357;0
BER;NRT;2014-01-20;950;T;74;357;0
BER;NRT;2014-01-20;950;J;144;203;0
BER;NRT;2014-01-20;950;B;94;203;0
BER;NRT;2014-01-20;950;E;44;203;0
BER;NRT;2014-01-20;950;K;104;203;0
BER;NRT;2014-01-20;950;L;64;203;2
BER;NRT;2014-01-20;950;M;164;203;0
BER;NRT;2014-01-20;950;N;124;203;0
BER;NRT;2014-01-20;950;R;184;203;0
BER;NRT;2014-01-20;950;J;144;4;1
BER;NRT;2014-01-20;950;B;94;4;20
BER;NRT;2014-01-20;950;J;144;3;0
BER;NRT;2014-01-20;950;B;94;3;21
BER;NRT;2014-01-20;950;K;104;3;2
BER;NRT;2014-01-20;950;J;144;2;1
BER;NRT;2014-01-20;950;B;94;2;20
BER;NRT;2014-01-20;950;N;124;2;0
BER;NRT;2014-01-20;950;J;144;1;6
BER;NRT;2014-01-20;950;J;144;0;8
BER;NRT;2014-01-20;950;M;164;0;1
BER;NRT;2014-01-20;950;I;84;37;1
BER;NRT;2014-01-20;950;I;84;36;0
BER;NRT;2014-01-20;950;I;84;35;1
BER;NRT;2014-01-20;950;I;84;28;2
BER;NRT;2014-01-20;950;I;84;17;3
BER;NRT;2014-01-20;950;I;84;10;9
BER;NRT;2014-01-20;950;I;84;9;16
BER;NRT;2014-01-20;950;I;84;8;20
BER;NRT;2014-01-20;950;B;94;8;2
BER;NRT;2014-01-20;950;B;94;71;1
BER;NRT;2014-01-20;950;B;94;7;8
BER;NRT;2014-01-20;950;E;44;354;0
BER;NRT;2014-01-20;950;E;44;116;0
BER;NRT;2014-01-20;950;L;64;116;2
BER;NRT;2014-01-20;950;E;44;67;1
BER;NRT;2014-01-20;950;E;44;60;3
BER;NRT;2014-01-20;950;K;104;60;1
BER;NRT;2014-01-20;950;E;44;59;3
BER;NRT;2014-01-20;950;L;64;59;2
BER;NRT;2014-01-20;950;L;64;225;2
BER;NRT;2014-01-20;950;L;64;214;2
BER;NRT;2014-01-20;950;L;64;210;2
BER;NRT;2014-01-20;950;T;74;210;0
BER;NRT;2014-01-20;950;L;64;15;3
BER;NRT;2014-01-20;950;R;184;213;0
BER;NRT;2014-01-20;950;T;74;213;0
BER;NRT;2014-01-20;950;T;74;116;0
BER;NRT;2014-01-20;950;T;74;15;1
BER;NRT;2014-01-20;950;T;74;12;4
BER;NRT;2014-01-20;950;V;54;357;0
BER;NRT;2014-01-20;950;V;54;354;0
BER;NRT;2014-01-20;950;V;54;213;0
BER;NRT;2014-01-20;950;V;54;203;0
BER;NRT;2014-01-20;950;V;54;116;0
BER;NRT;2014-01-20;950;V;54;59;0
BER;NRT;2014-01-20;950;T;74;50;1
BER;NRT;2014-01-20;950;T;74;32;0
BER;NRT;2014-01-20;950;T;74;30;1
BER;NRT;2014-01-20;950;T;74;11;10
BER;NRT;2014-01-20;630;L;64;32;1
BER;NRT;2014-01-20;630;L;64;15;4
BER;NRT;2014-01-20;630;L;64;12;7
BER;NRT;2014-01-20;630;L;64;11;8
BER;NRT;2014-01-20;630;L;64;1;7
BER;NRT;2014-01-20;950;Z;114;357;0
BER;NRT;2014-01-20;950;Z;114;213;0
BER;NRT;2014-01-20;950;Z;114;203;0
BER;NRT;2014-01-20;950;Z;114;3;4
BER;NRT;2014-01-20;950;Z;114;2;6
BER;NRT;2014-01-20;630;B;94;203;0
BER;NRT;2014-01-20;630;B;94;7;1
BER;NRT;2014-01-20;630;B;94;6;2
BER;NRT;2014-01-20;630;B;94;4;5
BER;NRT;2014-01-20;630;E;44;354;0
BER;NRT;2014-01-20;630;E;44;116;0
BER;NRT;2014-01-20;630;E;44;37;7
BER;NRT;2014-01-20;630;E;44;36;9
BER;NRT;2014-01-20;630;E;44;30;14
BER;NRT;2014-01-20;630;E;44;9;14
BER;NRT;2014-01-20;630;E;44;1;12
BER;NRT;2014-01-20;630;I;84;9;2
BER;NRT;2014-01-20;630;I;84;8;4
BER;NRT;2014-01-20;630;I;84;7;7
BER;NRT;2014-01-20;630;I;84;1;6
BER;NRT;2014-01-20;630;J;144;203;0
BER;NRT;2014-01-20;630;J;144;1;2
BER;NRT;2014-01-20;630;K;104;203;0
BER;NRT;2014-01-20;630;K;104;30;0
BER;NRT;2014-01-20;630;K;104;3;5
BER;NRT;2014-01-20;630;K;104;1;4
BER;NRT;2014-01-20;630;M;164;203;0
BER;NRT;2014-01-20;630;N;124;203;0
BER;NRT;2014-01-20;630;N;124;1;0
BER;NRT;2014-01-20;630;T;74;203;0
BER;NRT;2014-01-20;630;T;74;11;1
BER;NRT;2014-01-20;630;T;74;10;5
BER;NRT;2014-01-20;630;T;74;9;8
BER;NRT;2014-01-20;630;T;74;8;9
BER;NRT;2014-01-20;630;T;74;7;8
BER;NRT;2014-01-20;630;T;74;6;9
BER;NRT;2014-01-20;805;K;104;357;0
BER;NRT;2014-01-20;630;L;64;357;0
BER;NRT;2014-01-20;630;B;94;357;0
BER;NRT;2014-01-20;630;E;44;357;0
BER;NRT;2014-01-20;630;I;84;357;0
BER;NRT;2014-01-20;630;J;144;357;0
BER;NRT;2014-01-20;630;K;104;357;0
BER;NRT;2014-01-20;630;M;164;357;0
BER;NRT;2014-01-20;630;N;124;357;0
BER;NRT;2014-01-20;630;R;184;357;0
BER;NRT;2014-01-20;630;T;74;357;0
BER;NRT;2014-01-20;630;L;64;203;0
BER;NRT;2014-01-20;630;E;44;203;0
BER;NRT;2014-01-20;630;R;184;203;0
BER;NRT;2014-01-20;630;L;64;16;2
BER;NRT;2014-01-20;630;E;44;97;1
BER;NRT;2014-01-20;630;E;44;58;2
BER;NRT;2014-01-20;630;E;44;49;3
BER;NRT;2014-01-20;630;E;44;44;4
BER;NRT;2014-01-20;630;E;44;43;5
BER;NRT;2014-01-20;630;E;44;41;6
BER;NRT;2014-01-20;630;E;44;33;10
BER;NRT;2014-01-20;630;K;104;33;1
BER;NRT;2014-01-20;630;E;44;31;11
BER;NRT;2014-01-20;630;E;44;25;15
BER;NRT;2014-01-20;630;E;44;24;16
BER;NRT;2014-01-20;630;K;104;85;2
BER;NRT;2014-01-20;630;K;104;80;0
BER;NRT;2014-01-20;630;R;184;213;0
BER;NRT;2014-01-20;630;T;74;213;0
BER;NRT;2014-01-20;805;K;104;203;0
BER;NRT;2014-01-20;805;K;104;58;2
BER;NRT;2014-01-20;805;K;104;10;4
BER;NRT;2014-01-20;805;K;104;9;8
BER;NRT;2014-01-20;805;K;104;8;10
BER;NRT;2014-01-20;805;K;104;7;8
BER;NRT;2014-01-20;805;K;104;6;10
BER;NRT;2014-01-20;630;V;54;357;0
BER;NRT;2014-01-20;630;V;54;213;0
BER;NRT;2014-01-20;630;V;54;210;0
BER;NRT;2014-01-20;630;V;54;203;0
BER;NRT;2014-01-20;630;V;54;116;0
BER;NRT;2014-01-20;630;V;54;17;5
BER;NRT;2014-01-20;630;V;54;16;7
BER;NRT;2014-01-20;630;V;54;9;9
BER;NRT;2014-01-20;630;Z;114;357;0
BER;NRT;2014-01-20;630;Z;114;213;0
BER;NRT;2014-01-20;630;Z;114;203;0
BER;NRT;2014-01-20;630;Z;114;3;1
BER;NRT;2014-01-20;630;Z;114;2;9
BER;NRT;2014-01-20;630;Z;114;1;7
BER;NRT;2014-01-20;805;B;94;357;0
BER;NRT;2014-01-20;805;B;94;203;0
BER;NRT;2014-01-20;805;B;94;36;2
BER;NRT;2014-01-20;805;B;94;31;6
BER;NRT;2014-01-20;805;B;94;30;9
BER;NRT;2014-01-20;805;B;94;11;15
BER;NRT;2014-01-20;805;B;94;10;20
BER;NRT;2014-01-20;805;E;44;357;0
BER;NRT;2014-01-20;805;E;44;213;0
BER;NRT;2014-01-20;805;E;44;210;0
BER;NRT;2014-01-20;805;E;44;203;0
BER;NRT;2014-01-20;805;I;84;357;0
BER;NRT;2014-01-20;805;I;84;354;0
BER;NRT;2014-01-20;805;I;84;214;0
BER;NRT;2014-01-20;805;J;144;357;0
BER;NRT;2014-01-20;805;J;144;203;0
BER;NRT;2014-01-20;805;J;144;2;5
BER;NRT;2014-01-20;805;J;144;1;7
BER;NRT;2014-01-20;805;L;64;357;0
BER;NRT;2014-01-20;805;L;64;213;0
BER;NRT;2014-01-20;805;L;64;210;0
BER;NRT;2014-01-20;805;L;64;203;0
BER;NRT;2014-01-20;805;L;64;59;0
BER;NRT;2014-01-20;805;M;164;357;0
BER;NRT;2014-01-20;805;M;164;203;0
BER;NRT;2014-01-20;805;M;164;1;1
BER;NRT;2014-01-20;805;N;124;357;0
BER;NRT;2014-01-20;1130;T;74;357;0
BER;NRT;2014-01-20;805;K;104;48;4
BER;NRT;2014-01-20;805;K;104;39;2
BER;NRT;2014-01-20;805;B;94;39;1
BER;NRT;2014-01-20;630;V;54;21;2
BER;NRT;2014-01-20;630;V;54;18;4
BER;NRT;2014-01-20;805;B;94;23;11
BER;NRT;2014-01-20;805;I;84;333;0
BER;NRT;2014-01-20;805;I;84;138;1
BER;NRT;2014-01-20;805;I;84;57;1
BER;NRT;2014-01-20;805;L;64;115;0
BER;NRT;2014-01-20;805;N;124;338;1
BER;NRT;2014-01-20;1130;T;74;354;0
BER;NRT;2014-01-20;1130;T;74;213;0
BER;NRT;2014-01-20;1130;T;74;203;0
BER;NRT;2014-01-20;1130;T;74;116;0
BER;NRT;2014-01-20;1130;T;74;18;4
BER;NRT;2014-01-20;1130;T;74;17;7
BER;NRT;2014-01-20;1130;T;74;16;11
BER;NRT;2014-01-20;805;N;124;203;0
BER;NRT;2014-01-20;805;N;124;4;1
BER;NRT;2014-01-20;805;N;124;3;5
BER;NRT;2014-01-20;805;N;124;2;8
BER;NRT;2014-01-20;805;N;124;1;7
BER;NRT;2014-01-20;805;R;184;357;0
BER;NRT;2014-01-20;805;R;184;213;0
BER;NRT;2014-01-20;805;R;184;203;0
BER;NRT;2014-01-20;805;T;74;357;0
BER;NRT;2014-01-20;805;T;74;213;0
BER;NRT;2014-01-20;805;T;74;210;0
BER;NRT;2014-01-20;805;T;74;203;0
BER;NRT;2014-01-20;805;T;74;115;0
BER;NRT;2014-01-20;805;T;74;59;0
BER;NRT;2014-01-20;805;V;54;357;0
BER;NRT;2014-01-20;805;V;54;213;0
BER;NRT;2014-01-20;805;V;54;210;0
BER;NRT;2014-01-20;805;V;54;203;0
BER;NRT;2014-01-20;805;V;54;115;0
BER;NRT;2014-01-20;805;V;54;59;0
BER;NRT;2014-01-20;805;Z;114;357;0
BER;NRT;2014-01-20;805;Z;114;213;0
BER;NRT;2014-01-20;805;Z;114;203;0
BER;NRT;2014-01-20;805;Z;114;4;8
BER;NRT;2014-01-20;805;Z;114;3;11
BER;NRT;2014-01-20;805;Z;114;1;9
BER;NRT;2014-01-20;1130;B;94;203;0
BER;NRT;2014-01-20;1130;B;94;9;6
BER;NRT;2014-01-20;1130;B;94;8;9
BER;NRT;2014-01-20;1130;B;94;7;10
BER;NRT;2014-01-20;1130;B;94;6;9
BER;NRT;2014-01-20;1130;B;94;5;10
BER;NRT;2014-01-20;1130;B;94;3;15
BER;NRT;2014-01-20;1130;B;94;2;16
BER;NRT;2014-01-20;1130;B;94;1;15
BER;NRT;2014-01-20;1130;B;94;0;13
BER;NRT;2014-01-20;1130;E;44;357;0
BER;NRT;2014-01-20;1130;E;44;354;0
BER;NRT;2014-01-20;1130;E;44;203;0
BER;NRT;2014-01-20;1130;E;44;116;0
BER;NRT;2014-01-20;1130;I;84;357;0
BER;NRT;2014-01-20;1130;I;84;116;1
BER;NRT;2014-01-20;1130;I;84;16;1
BER;NRT;2014-01-20;1130;I;84;15;2
BER;NRT;2014-01-20;1130;I;84;12;3
BER;NRT;2014-01-20;1130;I;84;11;5
BER;NRT;2014-01-20;1130;J;144;357;0
BER;NRT;2014-01-20;1130;J;144;203;0
BER;NRT;2014-01-20;1130;J;144;4;2
BER;NRT;2014-01-20;1130;J;144;3;1
BER;NRT;2014-01-20;1130;J;144;2;2
BER;NRT;2014-01-20;1130;J;144;0;3
BER;NRT;2014-01-20;1130;K;104;357;0
BER;NRT;2014-01-20;1130;K;104;203;0
BER;NRT;2014-01-20;1130;K;104;57;0
BER;NRT;2014-01-20;1130;K;104;9;1
BER;NRT;2014-01-20;1130;K;104;8;0
BER;NRT;2014-01-20;1130;K;104;7;5
BER;NRT;2014-01-20;1130;K;104;4;10
BER;NRT;2014-01-20;1130;K;104;3;11
BER;NRT;2014-01-20;1130;K;104;2;16
BER;NRT;2014-01-20;1130;K;104;1;15
BER;NRT;2014-01-20;1130;L;64;357;0
BER;NRT;2014-01-20;1130;L;64;354;0
BER;NRT;2014-01-20;1130;L;64;203;0
BER;NRT;2014-01-20;1130;L;64;116;0
BER;NRT;2014-01-20;1130;L;64;35;2
BER;NRT;2014-01-20;1130;L;64;31;4
BER;NRT;2014-01-20;1130;L;64;30;7
BER;NRT;2014-01-20;1130;L;64;28;6
BER;NRT;2014-01-20;1130;L;64;25;7
BER;NRT;2014-01-20;1130;L;64;21;6
BER;NRT;2014-01-20;1130;L;64;19;8
BER;NRT;2014-01-20;1130;L;64;18;10
BER;NRT;2014-01-20;1130;M;164;357;0
BER;NRT;2014-01-20;1130;M;164;203;0
BER;NRT;2014-01-20;1130;N;124;357;0
BER;NRT;2014-01-20;1130;N;124;203;0
BER;NRT;2014-01-20;1130;N;124;1;0
BER;NRT;2014-01-20;1130;R;184;357;0
BER;NRT;2014-01-20;1130;R;184;213;0
BER;NRT;2014-01-20;1130;R;184;203;0
BER;NRT;2014-01-20;1130;R;184;1;1
BER;NRT;2014-01-20;1130;V;54;357;0
BER;NRT;2014-01-20;1130;V;54;354;0
BER;NRT;2014-01-20;1130;V;54;213;0
BER;NRT;2014-01-20;1130;V;54;203;0
BER;NRT;2014-01-20;1130;V;54;116;0
BER;NRT;2014-01-20;1130;V;54;57;1
BER;NRT;2014-01-20;1130;V;54;49;4
BER;NRT;2014-01-20;1130;V;54;43;6
BER;NRT;2014-01-20;1130;V;54;40;7
BER;NRT;2014-01-20;1130;V;54;36;10
BER;NRT;2014-01-20;1130;V;54;32;11
BER;NRT;2014-01-20;1130;V;54;2;10
BER;NRT;2014-01-20;1130;V;54;1;9
BER;NRT;2014-01-20;1130;V;54;0;8
BER;NRT;2014-01-20;1130;Z;114;357;0
BER;NRT;2014-01-20;1130;Z;114;213;0
BER;NRT;2014-01-20;1130;Z;114;203;0
BER;NRT;2014-01-20;1130;Z;114;1;2
BER;NRT;2014-01-20;1520;J;144;357;0
BER;NRT;2014-01-20;805;N;124;329;0
BER;NRT;2014-01-20;805;Z;114;161;1
BER;NRT;2014-01-20;805;Z;114;157;0
BER;NRT;2014-01-20;1130;B;94;357;0
BER;NRT;2014-01-20;1130;B;94;10;2
BER;NRT;2014-01-20;1130;I;84;10;10
BER;NRT;2014-01-20;1130;J;144;10;1
BER;NRT;2014-01-20;1130;E;44;100;1
BER;NRT;2014-01-20;1130;E;44;81;2
BER;NRT;2014-01-20;1130;E;44;79;10
BER;NRT;2014-01-20;1130;I;84;113;0
BER;NRT;2014-01-20;1130;K;104;72;1
BER;NRT;2014-01-20;1130;L;64;22;8
BER;NRT;2014-01-20;1130;V;54;53;3
BER;NRT;2014-01-20;1130;V;54;52;2
BER;NRT;2014-01-20;1130;V;54;38;9
BER;NRT;2014-01-20;1520;J;144;203;0
BER;NRT;2014-01-20;1520;J;144;10;1
BER;NRT;2014-01-20;1520;J;144;9;10
BER;NRT;2014-01-20;1520;J;144;8;10
BER;NRT;2014-01-20;1520;J;144;4;7
BER;NRT;2014-01-20;1520;J;144;3;6
BER;NRT;2014-01-20;1520;J;144;2;7
BER;NRT;2014-01-20;1520;J;144;1;6
BER;NRT;2014-01-20;1340;B;94;357;0
BER;NRT;2014-01-20;1340;B;94;203;0
BER;NRT;2014-01-20;1340;B;94;39;3
BER;NRT;2014-01-20;1340;B;94;37;4
BER;NRT;2014-01-20;1340;B;94;36;5
BER;NRT;2014-01-20;1340;B;94;32;6
BER;NRT;2014-01-20;1340;B;94;31;7
BER;NRT;2014-01-20;1340;B;94;28;9
BER;NRT;2014-01-20;1340;B;94;24;12
BER;NRT;2014-01-20;1340;B;94;23;13
BER;NRT;2014-01-20;1340;B;94;22;12
BER;NRT;2014-01-20;1340;B;94;4;11
BER;NRT;2014-01-20;1340;E;44;357;0
BER;NRT;2014-01-20;1340;E;44;354;0
BER;NRT;2014-01-20;1340;E;44;203;0
BER;NRT;2014-01-20;1340;I;84;357;0
BER;NRT;2014-01-20;1340;I;84;138;1
BER;NRT;2014-01-20;1340;I;84;81;2
BER;NRT;2014-01-20;1340;I;84;79;1
BER;NRT;2014-01-20;1340;I;84;52;3
BER;NRT;2014-01-20;1340;I;84;44;4
BER;NRT;2014-01-20;1340;I;84;39;14
BER;NRT;2014-01-20;1340;I;84;11;13
BER;NRT;2014-01-20;1340;I;84;3;12
BER;NRT;2014-01-20;1340;I;84;2;13
BER;NRT;2014-01-20;1340;J;144;357;0
BER;NRT;2014-01-20;1340;J;144;203;0
BER;NRT;2014-01-20;1340;J;144;9;3
BER;NRT;2014-01-20;1340;J;144;8;6
BER;NRT;2014-01-20;1340;J;144;7;10
BER;NRT;2014-01-20;1340;J;144;4;10
BER;NRT;2014-01-20;1340;J;144;3;12
BER;NRT;2014-01-20;1340;J;144;2;13
BER;NRT;2014-01-20;1340;K;104;357;0
BER;NRT;2014-01-20;1340;K;104;203;0
BER;NRT;2014-01-20;1340;K;104;37;3
BER;NRT;2014-01-20;1340;K;104;19;4
BER;NRT;2014-01-20;1340;K;104;18;6
BER;NRT;2014-01-20;1340;K;104;17;8
BER;NRT;2014-01-20;1340;K;104;16;11
BER;NRT;2014-01-20;1340;K;104;11;15
BER;NRT;2014-01-20;1340;K;104;2;14
BER;NRT;2014-01-20;1340;L;64;357;0
BER;NRT;2014-01-20;1340;L;64;354;0
BER;NRT;2014-01-20;1340;L;64;203;0
BER;NRT;2014-01-20;1340;M;164;357;0
BER;NRT;2014-01-20;1340;M;164;203;0
BER;NRT;2014-01-20;1340;M;164;4;2
BER;NRT;2014-01-20;1340;M;164;3;6
BER;NRT;2014-01-20;1340;M;164;2;9
BER;NRT;2014-01-20;1340;M;164;1;10
BER;NRT;2014-01-20;1340;M;164;0;13
BER;NRT;2014-01-20;1340;N;124;357;0
BER;NRT;2014-01-20;1340;N;124;203;0
BER;NRT;2014-01-20;1340;N;124;9;5
BER;NRT;2014-01-20;1340;R;184;357;0
BER;NRT;2014-01-20;1340;R;184;213;0
BER;NRT;2014-01-20;1340;R;184;203;0
BER;NRT;2014-01-20;1340;R;184;1;1
BER;NRT;2014-01-20;1340;R;184;0;6
BER;NRT;2014-01-20;1340;T;74;357;0
BER;NRT;2014-01-20;1340;T;74;213;0
BER;NRT;2014-01-20;1340;T;74;203;0
BER;NRT;2014-01-20;1340;V;54;357;0
BER;NRT;2014-01-20;1340;V;54;354;0
BER;NRT;2014-01-20;1340;V;54;213;0
BER;NRT;2014-01-20;1340;V;54;203;0
BER;NRT;2014-01-20;1340;Z;114;357;0
BER;NRT;2014-01-20;1340;Z;114;213;0
BER;NRT;2014-01-20;1340;Z;114;203;0
BER;NRT;2014-01-20;1340;Z;114;11;1
BER;NRT;2014-01-20;1340;Z;114;10;7
BER;NRT;2014-01-20;1340;Z;114;0;6
BER;NRT;2014-01-20;1520;B;94;357;0
BER;NRT;2014-01-20;1520;B;94;203;0
BER;NRT;2014-01-20;1520;B;94;59;1
BER;NRT;2014-01-20;1520;B;94;39;7
BER;NRT;2014-01-20;1520;B;94;36;10
BER;NRT;2014-01-20;1520;B;94;35;12
BER;NRT;2014-01-20;1520;B;94;32;13
BER;NRT;2014-01-20;1520;B;94;31;14
BER;NRT;2014-01-20;1520;B;94;17;13
BER;NRT;2014-01-20;1520;E;44;357;0
BER;NRT;2014-01-20;1520;E;44;203;0
BER;NRT;2014-01-20;1520;I;84;357;0
BER;NRT;2014-01-20;1520;I;84;85;3
BER;NRT;2014-01-20;1520;I;84;80;4
BER;NRT;2014-01-20;1520;I;84;67;8
BER;NRT;2014-01-20;1520;I;84;60;11
BER;NRT;2014-01-20;1520;I;84;52;12
BER;NRT;2014-01-20;1520;I;84;49;15
BER;NRT;2014-01-20;1520;I;84;44;17
BER;NRT;2014-01-20;1520;I;84;40;19
BER;NRT;2014-01-20;1520;I;84;39;20
BER;NRT;2014-01-20;1520;I;84;36;19
BER;NRT;2014-01-20;1520;I;84;10;18
BER;NRT;2014-01-20;1520;I;84;7;17
BER;NRT;2014-01-20;1520;I;84;0;16
BER;NRT;2014-01-20;1520;K;104;357;0
BER;NRT;2014-01-20;1520;K;104;203;0
BER;NRT;2014-01-20;1520;K;104;60;1
BER;NRT;2014-01-20;1520;K;104;30;4
BER;NRT;2014-01-20;1520;K;104;28;9
BER;NRT;2014-01-20;1520;K;104;25;12
BER;NRT;2014-01-20;1520;K;104;24;12
BER;NRT;2014-01-20;1520;K;104;23;11
