ORIGIN;DEST;DEPARTURE DATE;DEPARTURE TIME;BOOKING CLASS;FARE;DAYS TO DEPARTURE;# BOOKINGS (net)
BER;CPT;2014-01-17;630;I;89;330;0
BER;CPT;2014-01-17;630;I;89;8;7
BER;CPT;2014-01-17;630;K;109;357;0
BER;CPT;2014-01-17;630;K;109;5;9
BER;CPT;2014-01-17;630;K;109;4;12
BER;CPT;2014-01-17;630;K;109;1;12
BER;CPT;2014-01-17;630;L;69;357;0
BER;CPT;2014-01-17;630;L;69;356;0
BER;CPT;2014-01-17;630;L;69;200;0
BER;CPT;2014-01-17;630;J;149;200;0
BER;CPT;2014-01-17;630;B;99;200;0
BER;CPT;2014-01-17;630;E;49;200;0
BER;CPT;2014-01-17;630;K;109;200;0
BER;CPT;2014-01-17;630;E;49;210;0
BER;CPT;2014-01-17;630;I;89;210;0
BER;CPT;2014-01-17;630;L;69;210;0
BER;CPT;2014-01-17;630;E;49;189;0
BER;CPT;2014-01-17;630;L;69;330;0
BER;CPT;2014-01-17;630;L;69;55;2
BER;CPT;2014-01-17;630;L;69;42;3
BER;CPT;2014-01-17;630;L;69;35;5
BER;CPT;2014-01-17;630;L;69;28;6
BER;CPT;2014-01-17;630;L;69;27;8
BER;CPT;2014-01-17;630;L;69;25;9
BER;CPT;2014-01-17;630;L;69;21;15
BER;CPT;2014-01-17;630;L;69;19;16
BER;CPT;2014-01-17;630;L;69;14;21
BER;CPT;2014-01-17;630;L;69;6;20
BER;CPT;2014-01-17;630;M;169;357;0
BER;CPT;2014-01-17;630;M;169;200;0
BER;CPT;2014-01-17;630;N;129;357;0
BER;CPT;2014-01-17;630;N;129;200;0
BER;CPT;2014-01-17;630;N;129;1;0
BER;CPT;2014-01-17;630;R;189;357;0
BER;CPT;2014-01-17;630;R;189;200;0
BER;CPT;2014-01-17;630;T;79;357;0
BER;CPT;2014-01-17;630;T;79;356;0
BER;CPT;2014-01-17;630;T;79;330;0
BER;CPT;2014-01-17;630;T;79;200;0
BER;CPT;2014-01-17;630;T;79;14;2
BER;CPT;2014-01-17;630;T;79;13;8
BER;CPT;2014-01-17;630;T;79;12;15
BER;CPT;2014-01-17;630;T;79;11;22
BER;CPT;2014-01-17;630;T;79;4;20
BER;CPT;2014-01-17;630;T;79;1;18
BER;CPT;2014-01-17;630;V;59;357;0
BER;CPT;2014-01-17;630;V;59;356;0
BER;CPT;2014-01-17;630;V;59;330;0
BER;CPT;2014-01-17;630;V;59;210;0
BER;CPT;2014-01-17;630;V;59;200;0
BER;CPT;2014-01-17;630;V;59;189;0
BER;CPT;2014-01-17;630;V;59;105;0
BER;CPT;2014-01-17;630;V;59;57;0
BER;CPT;2014-01-17;630;Z;119;357;0
BER;CPT;2014-01-17;630;Z;119;200;0
BER;CPT;2014-01-17;630;Z;119;4;7
BER;CPT;2014-01-17;630;Z;119;1;7
BER;CPT;2014-01-17;815;J;149;357;0
BER;CPT;2014-01-17;630;L;69;56;1
BER;CPT;2014-01-17;630;R;189;210;0
BER;CPT;2014-01-17;630;T;79;210;0
BER;CPT;2014-01-17;630;Z;119;210;0
BER;CPT;2014-01-17;815;J;149;200;0
BER;CPT;2014-01-17;815;J;149;1;5
BER;CPT;2014-01-17;815;B;99;357;0
BER;CPT;2014-01-17;815;B;99;200;0
BER;CPT;2014-01-17;815;B;99;7;7
BER;CPT;2014-01-17;815;B;99;6;10
BER;CPT;2014-01-17;815;B;99;5;19
BER;CPT;2014-01-17;815;B;99;1;18
BER;CPT;2014-01-17;815;E;49;357;0
BER;CPT;2014-01-17;815;E;49;210;0
BER;CPT;2014-01-17;815;E;49;200;0
BER;CPT;2014-01-17;815;E;49;189;0
BER;CPT;2014-01-17;815;E;49;57;0
BER;CPT;2014-01-17;815;I;89;357;0
BER;CPT;2014-01-17;815;I;89;356;0
BER;CPT;2014-01-17;815;I;89;330;0
BER;CPT;2014-01-17;815;I;89;210;0
BER;CPT;2014-01-17;815;I;89;11;1
BER;CPT;2014-01-17;815;I;89;8;7
BER;CPT;2014-01-17;815;I;89;7;9
BER;CPT;2014-01-17;815;I;89;4;8
BER;CPT;2014-01-17;815;K;109;357;0
BER;CPT;2014-01-17;815;K;109;200;0
BER;CPT;2014-01-17;815;K;109;5;5
BER;CPT;2014-01-17;815;K;109;4;11
BER;CPT;2014-01-17;815;K;109;2;12
BER;CPT;2014-01-17;815;K;109;1;13
BER;CPT;2014-01-17;815;L;69;357;0
BER;CPT;2014-01-17;815;L;69;356;0
BER;CPT;2014-01-17;815;L;69;330;0
BER;CPT;2014-01-17;815;L;69;210;0
BER;CPT;2014-01-17;815;L;69;200;0
BER;CPT;2014-01-17;815;L;69;43;1
BER;CPT;2014-01-17;815;L;69;41;2
BER;CPT;2014-01-17;815;L;69;38;1
BER;CPT;2014-01-17;815;L;69;36;4
BER;CPT;2014-01-17;815;L;69;35;6
BER;CPT;2014-01-17;815;L;69;34;9
BER;CPT;2014-01-17;815;L;69;29;10
BER;CPT;2014-01-17;815;L;69;28;11
BER;CPT;2014-01-17;815;L;69;25;13
BER;CPT;2014-01-17;815;L;69;19;14
BER;CPT;2014-01-17;815;L;69;15;15
BER;CPT;2014-01-17;815;L;69;14;16
BER;CPT;2014-01-17;815;L;69;12;17
BER;CPT;2014-01-17;815;L;69;11;19
BER;CPT;2014-01-17;815;L;69;1;16
BER;CPT;2014-01-17;815;M;169;357;0
BER;CPT;2014-01-17;815;M;169;200;0
BER;CPT;2014-01-17;815;N;129;357;0
BER;CPT;2014-01-17;815;N;129;200;0
BER;CPT;2014-01-17;815;N;129;1;0
BER;CPT;2014-01-17;815;R;189;357;0
BER;CPT;2014-01-17;815;R;189;210;0
BER;CPT;2014-01-17;815;R;189;200;0
BER;CPT;2014-01-17;815;T;79;357;0
BER;CPT;2014-01-17;815;T;79;356;0
BER;CPT;2014-01-17;815;T;79;330;0
BER;CPT;2014-01-17;815;T;79;210;0
BER;CPT;2014-01-17;815;T;79;200;0
BER;CPT;2014-01-17;815;T;79;12;11
BER;CPT;2014-01-17;815;T;79;11;15
BER;CPT;2014-01-17;815;V;59;357;0
BER;CPT;2014-01-17;815;V;59;210;0
BER;CPT;2014-01-17;815;V;59;200;0
BER;CPT;2014-01-17;815;V;59;189;0
BER;CPT;2014-01-17;815;V;59;57;0
BER;CPT;2014-01-17;815;E;49;103;0
BER;CPT;2014-01-17;815;V;59;103;0
BER;CPT;2014-01-17;815;L;69;13;19
BER;CPT;2014-01-17;815;T;79;13;8
BER;CPT;2014-01-17;1530;I;89;356;0
BER;CPT;2014-01-17;1530;I;89;330;0
BER;CPT;2014-01-17;1530;I;89;210;0
BER;CPT;2014-01-17;1530;I;89;7;2
BER;CPT;2014-01-17;1530;I;89;1;2
BER;CPT;2014-01-17;815;Z;119;357;0
BER;CPT;2014-01-17;815;Z;119;210;0
BER;CPT;2014-01-17;815;Z;119;200;0
BER;CPT;2014-01-17;815;Z;119;1;0
BER;CPT;2014-01-17;1530;B;99;357;0
BER;CPT;2014-01-17;1530;B;99;200;0
BER;CPT;2014-01-17;1530;B;99;1;0
BER;CPT;2014-01-17;1530;E;49;357;0
BER;CPT;2014-01-17;1530;E;49;356;0
BER;CPT;2014-01-17;1530;E;49;330;0
BER;CPT;2014-01-17;1530;E;49;210;0
BER;CPT;2014-01-17;1530;E;49;200;1
BER;CPT;2014-01-17;1530;E;49;46;4
BER;CPT;2014-01-17;1530;E;49;43;5
BER;CPT;2014-01-17;1530;E;49;40;6
BER;CPT;2014-01-17;1530;E;49;35;8
BER;CPT;2014-01-17;1530;E;49;28;9
BER;CPT;2014-01-17;1530;E;49;27;10
BER;CPT;2014-01-17;1530;J;149;200;0
BER;CPT;2014-01-17;1530;J;149;1;1
BER;CPT;2014-01-17;1530;J;149;0;8
BER;CPT;2014-01-17;1530;K;109;200;0
BER;CPT;2014-01-17;1530;K;109;1;0
BER;CPT;2014-01-17;1530;L;69;356;0
BER;CPT;2014-01-17;1530;L;69;330;0
BER;CPT;2014-01-17;1530;L;69;210;0
BER;CPT;2014-01-17;1530;L;69;200;0
BER;CPT;2014-01-17;1530;L;69;19;3
BER;CPT;2014-01-17;1530;L;69;8;5
BER;CPT;2014-01-17;1530;L;69;7;12
BER;CPT;2014-01-17;1530;L;69;6;16
BER;CPT;2014-01-17;1530;L;69;5;17
BER;CPT;2014-01-17;1530;L;69;4;16
BER;CPT;2014-01-17;1530;L;69;3;13
BER;CPT;2014-01-17;1530;L;69;1;11
BER;CPT;2014-01-17;1530;R;189;357;0
BER;CPT;2014-01-17;1530;I;89;357;0
BER;CPT;2014-01-17;1530;J;149;357;0
BER;CPT;2014-01-17;1530;K;109;357;0
BER;CPT;2014-01-17;1530;L;69;357;0
BER;CPT;2014-01-17;1530;E;49;139;2
BER;CPT;2014-01-17;1530;E;49;73;3
BER;CPT;2014-01-17;1530;R;189;210;0
BER;CPT;2014-01-17;1530;R;189;200;0
BER;CPT;2014-01-17;1530;M;169;357;0
BER;CPT;2014-01-17;1530;M;169;200;0
BER;CPT;2014-01-17;1530;N;129;357;0
BER;CPT;2014-01-17;1530;N;129;200;0
BER;CPT;2014-01-17;1530;N;129;1;0
BER;CPT;2014-01-17;1530;T;79;357;0
BER;CPT;2014-01-17;1530;T;79;356;0
BER;CPT;2014-01-17;1530;T;79;330;0
BER;CPT;2014-01-17;1530;T;79;210;0
BER;CPT;2014-01-17;1530;T;79;200;0
BER;CPT;2014-01-17;1530;T;79;7;1
BER;CPT;2014-01-17;1530;T;79;5;3
BER;CPT;2014-01-17;1530;T;79;4;6
BER;CPT;2014-01-17;1530;T;79;3;8
BER;CPT;2014-01-17;1530;T;79;1;12
BER;CPT;2014-01-17;1530;V;59;356;0
BER;CPT;2014-01-17;1530;V;59;330;0
BER;CPT;2014-01-17;1530;V;59;210;0
BER;CPT;2014-01-17;1530;V;59;200;0
BER;CPT;2014-01-17;1530;V;59;27;1
BER;CPT;2014-01-17;1530;V;59;14;2
BER;CPT;2014-01-17;1530;V;59;13;3
BER;CPT;2014-01-17;1530;V;59;8;4
BER;CPT;2014-01-17;1530;Z;119;210;0
BER;CPT;2014-01-17;1530;Z;119;200;0
BER;CPT;2014-01-17;1530;Z;119;1;0
BER;CPT;2014-01-17;2030;B;99;200;0
BER;CPT;2014-01-17;2030;B;99;1;0
BER;CPT;2014-01-17;2030;E;49;200;0
BER;CPT;2014-01-17;2030;E;49;103;0
BER;CPT;2014-01-17;2030;E;49;53;0
BER;CPT;2014-01-17;2030;E;49;40;2
BER;CPT;2014-01-17;2030;E;49;39;4
BER;CPT;2014-01-17;2030;E;49;35;6
BER;CPT;2014-01-17;2030;E;49;29;7
BER;CPT;2014-01-17;2030;E;49;28;10
BER;CPT;2014-01-17;2030;E;49;6;8
BER;CPT;2014-01-17;2030;E;49;1;7
BER;CPT;2014-01-17;1530;V;59;357;0
BER;CPT;2014-01-17;1530;Z;119;357;0
BER;CPT;2014-01-17;1530;Z;119;348;1
BER;CPT;2014-01-17;1530;Z;119;337;0
BER;CPT;2014-01-17;2030;B;99;357;0
BER;CPT;2014-01-17;2030;E;49;357;0
BER;CPT;2014-01-17;2030;M;169;200;0
BER;CPT;2014-01-17;2030;I;89;357;0
BER;CPT;2014-01-17;2030;I;89;1;0
BER;CPT;2014-01-17;2030;J;149;357;0
BER;CPT;2014-01-17;2030;J;149;200;0
BER;CPT;2014-01-17;2030;J;149;1;4
BER;CPT;2014-01-17;2030;J;149;0;8
BER;CPT;2014-01-17;2030;K;109;357;0
BER;CPT;2014-01-17;2030;K;109;200;0
BER;CPT;2014-01-17;2030;K;109;1;0
BER;CPT;2014-01-17;2030;L;69;200;0
BER;CPT;2014-01-17;2030;L;69;7;6
BER;CPT;2014-01-17;2030;L;69;6;10
BER;CPT;2014-01-17;2030;L;69;5;12
BER;CPT;2014-01-17;2030;L;69;4;13
BER;CPT;2014-01-17;2030;L;69;1;10
BER;CPT;2014-01-17;2030;L;69;0;6
BER;CPT;2014-01-17;2030;N;129;200;0
BER;CPT;2014-01-17;2030;N;129;1;0
BER;CPT;2014-01-17;2030;R;189;357;0
BER;CPT;2014-01-17;2030;M;169;357;0
BER;CPT;2014-01-17;2030;L;69;357;0
BER;CPT;2014-01-17;2030;N;129;357;0
BER;CPT;2014-01-17;2030;R;189;210;0
BER;CPT;2014-01-17;2030;R;189;200;0
BER;CPT;2014-01-17;2030;T;79;357;0
BER;CPT;2014-01-17;2030;T;79;210;0
BER;CPT;2014-01-17;2030;T;79;200;0
BER;CPT;2014-01-17;2030;T;79;4;2
BER;CPT;2014-01-17;2030;T;79;2;4
BER;CPT;2014-01-17;2030;T;79;1;4
BER;CPT;2014-01-17;2030;T;79;0;3
BER;CPT;2014-01-17;2030;V;59;357;0
BER;CPT;2014-01-17;2030;V;59;210;0
BER;CPT;2014-01-17;2030;V;59;200;0
BER;CPT;2014-01-17;2030;V;59;73;2
BER;CPT;2014-01-17;2030;V;59;34;3
BER;CPT;2014-01-17;2030;V;59;31;2
BER;CPT;2014-01-17;2030;V;59;27;4
BER;CPT;2014-01-17;2030;V;59;16;5
BER;CPT;2014-01-17;2030;V;59;14;6
BER;CPT;2014-01-17;2030;V;59;13;7
BER;CPT;2014-01-17;2030;V;59;12;8
BER;CPT;2014-01-17;2030;V;59;10;9
BER;CPT;2014-01-17;2030;V;59;8;10
BER;CPT;2014-01-17;2030;Z;119;357;0
BER;CPT;2014-01-17;2030;Z;119;210;0
BER;CPT;2014-01-17;2030;Z;119;200;0
BER;CPT;2014-01-17;2030;Z;119;1;0
BER;CPT;2014-01-17;1700;B;99;357;0
BER;CPT;2014-01-17;1700;B;99;7;1
BER;CPT;2014-01-17;1700;B;99;5;5
BER;CPT;2014-01-17;1700;B;99;4;6
BER;CPT;2014-01-17;1700;B;99;0;4
BER;CPT;2014-01-17;1700;E;49;357;0
BER;CPT;2014-01-17;1700;E;49;356;0
BER;CPT;2014-01-17;1700;E;49;330;0
BER;CPT;2014-01-17;1700;E;49;210;0
BER;CPT;2014-01-17;1700;E;49;189;0
BER;CPT;2014-01-17;1700;E;49;103;0
BER;CPT;2014-01-17;1700;E;49;90;1
BER;CPT;2014-01-17;1700;E;49;68;3
BER;CPT;2014-01-17;1700;E;49;67;2
BER;CPT;2014-01-17;1700;E;49;57;2
BER;CPT;2014-01-17;1700;E;49;50;2
BER;CPT;2014-01-17;1700;E;49;46;7
BER;CPT;2014-01-17;1700;E;49;44;8
BER;CPT;2014-01-17;1700;E;49;43;9
BER;CPT;2014-01-17;1700;E;49;42;10
BER;CPT;2014-01-17;1700;E;49;1;9
BER;CPT;2014-01-17;1700;I;89;357;0
BER;CPT;2014-01-17;1700;L;69;357;0
BER;CPT;2014-01-17;2030;V;59;74;1
BER;CPT;2014-01-17;1700;E;49;74;2
BER;CPT;2014-01-17;1700;B;99;200;0
BER;CPT;2014-01-17;1700;E;49;200;0
BER;CPT;2014-01-17;1700;L;69;356;0
BER;CPT;2014-01-17;1700;L;69;330;0
BER;CPT;2014-01-17;1700;L;69;210;0
BER;CPT;2014-01-17;1700;L;69;200;0
BER;CPT;2014-01-17;1700;L;69;20;2
BER;CPT;2014-01-17;1700;L;69;19;5
BER;CPT;2014-01-17;1700;L;69;18;8
BER;CPT;2014-01-17;1700;L;69;15;7
BER;CPT;2014-01-17;1700;L;69;14;10
BER;CPT;2014-01-17;1700;L;69;6;8
BER;CPT;2014-01-17;1700;L;69;1;7
BER;CPT;2014-01-17;1700;I;89;356;0
BER;CPT;2014-01-17;1700;I;89;330;0
BER;CPT;2014-01-17;1700;I;89;210;0
BER;CPT;2014-01-17;1700;I;89;8;5
BER;CPT;2014-01-17;1700;I;89;7;8
BER;CPT;2014-01-17;1700;I;89;6;15
BER;CPT;2014-01-17;1700;I;89;5;18
BER;CPT;2014-01-17;1700;J;149;357;0
BER;CPT;2014-01-17;1700;J;149;200;0
BER;CPT;2014-01-17;1700;J;149;0;4
BER;CPT;2014-01-17;1700;K;109;357;0
BER;CPT;2014-01-17;1700;K;109;200;0
BER;CPT;2014-01-17;1700;K;109;5;3
BER;CPT;2014-01-17;1700;K;109;4;8
BER;CPT;2014-01-17;1700;K;109;2;9
BER;CPT;2014-01-17;1700;K;109;1;8
BER;CPT;2014-01-17;1700;M;169;357;0
BER;CPT;2014-01-17;1700;M;169;200;0
BER;CPT;2014-01-17;1700;N;129;357;0
BER;CPT;2014-01-17;1700;N;129;200;0
BER;CPT;2014-01-17;1700;N;129;1;0
BER;CPT;2014-01-17;1700;R;189;357;0
BER;CPT;2014-01-17;1700;R;189;200;0
BER;CPT;2014-01-17;1700;T;79;357;0
BER;CPT;2014-01-17;1700;T;79;356;0
BER;CPT;2014-01-17;1700;T;79;330;0
BER;CPT;2014-01-17;1700;T;79;200;0
BER;CPT;2014-01-17;1700;T;79;14;5
BER;CPT;2014-01-17;1700;T;79;12;9
BER;CPT;2014-01-17;1700;T;79;11;10
BER;CPT;2014-01-17;1700;V;59;357;0
BER;CPT;2014-01-17;1700;V;59;356;0
BER;CPT;2014-01-17;1700;V;59;330;0
BER;CPT;2014-01-17;1700;V;59;200;0
BER;CPT;2014-01-17;1700;V;59;35;5
BER;CPT;2014-01-17;1700;V;59;33;6
BER;CPT;2014-01-17;1700;V;59;29;7
BER;CPT;2014-01-17;1700;V;59;28;10
BER;CPT;2014-01-17;1700;V;59;26;11
BER;CPT;2014-01-17;1700;V;59;4;10
BER;CPT;2014-01-17;1700;V;59;1;8
BER;CPT;2014-01-17;1700;Z;119;357;0
BER;CPT;2014-01-17;1700;Z;119;210;0
BER;CPT;2014-01-17;1700;Z;119;200;0
BER;CPT;2014-01-17;1700;Z;119;1;0
BER;CPT;2014-01-17;1855;J;149;357;0
BER;CPT;2014-01-17;1700;R;189;210;0
BER;CPT;2014-01-17;1700;T;79;210;0
BER;CPT;2014-01-17;1700;V;59;210;0
BER;CPT;2014-01-17;1700;V;59;54;2
BER;CPT;2014-01-17;1855;J;149;200;0
BER;CPT;2014-01-17;1855;J;149;1;1
BER;CPT;2014-01-17;1855;J;149;0;5
BER;CPT;2014-01-17;1855;B;99;357;0
BER;CPT;2014-01-17;1855;B;99;200;0
BER;CPT;2014-01-17;1855;B;99;5;8
BER;CPT;2014-01-17;1855;B;99;4;11
BER;CPT;2014-01-17;1855;B;99;3;12
BER;CPT;2014-01-17;1855;B;99;0;10
BER;CPT;2014-01-17;1855;E;49;357;0
BER;CPT;2014-01-17;1855;E;49;210;0
BER;CPT;2014-01-17;1855;E;49;200;0
BER;CPT;2014-01-17;1855;E;49;50;0
BER;CPT;2014-01-17;1855;E;49;48;1
BER;CPT;2014-01-17;1855;E;49;47;2
BER;CPT;2014-01-17;1855;E;49;41;5
BER;CPT;2014-01-17;1855;E;49;35;4
BER;CPT;2014-01-17;1855;E;49;33;5
BER;CPT;2014-01-17;1855;E;49;28;6
BER;CPT;2014-01-17;1855;E;49;26;10
BER;CPT;2014-01-17;1855;I;89;357;0
BER;CPT;2014-01-17;1855;I;89;8;1
BER;CPT;2014-01-17;1855;I;89;7;2
BER;CPT;2014-01-17;1855;I;89;6;7
BER;CPT;2014-01-17;1855;I;89;5;10
BER;CPT;2014-01-17;1855;K;109;357;0
BER;CPT;2014-01-17;1855;K;109;200;0
BER;CPT;2014-01-17;1855;K;109;35;1
BER;CPT;2014-01-17;1855;K;109;13;4
BER;CPT;2014-01-17;1855;K;109;1;7
BER;CPT;2014-01-17;1855;L;69;357;0
BER;CPT;2014-01-17;1855;L;69;210;0
BER;CPT;2014-01-17;1855;L;69;200;0
BER;CPT;2014-01-17;1855;L;69;103;0
BER;CPT;2014-01-17;1855;L;69;54;1
BER;CPT;2014-01-17;1855;L;69;50;1
BER;CPT;2014-01-17;1855;L;69;48;2
BER;CPT;2014-01-17;1855;L;69;15;4
BER;CPT;2014-01-17;1855;L;69;14;6
BER;CPT;2014-01-17;1855;L;69;13;10
BER;CPT;2014-01-17;1855;L;69;8;17
BER;CPT;2014-01-17;1855;L;69;7;22
BER;CPT;2014-01-17;1855;L;69;5;21
BER;CPT;2014-01-17;1855;L;69;1;20
BER;CPT;2014-01-17;1855;L;69;0;19
BER;CPT;2014-01-17;1855;M;169;357;0
BER;CPT;2014-01-17;1855;M;169;200;0
BER;CPT;2014-01-17;1855;N;129;357;0
BER;CPT;2014-01-17;1855;N;129;200;0
BER;CPT;2014-01-17;1855;N;129;1;0
BER;CPT;2014-01-17;1855;R;189;357;0
BER;CPT;2014-01-17;1855;R;189;210;0
BER;CPT;2014-01-17;1855;R;189;200;0
BER;CPT;2014-01-17;1855;T;79;357;0
BER;CPT;2014-01-17;1855;T;79;210;0
BER;CPT;2014-01-17;1855;T;79;200;0
BER;CPT;2014-01-17;1855;T;79;50;1
BER;CPT;2014-01-17;1855;T;79;36;2
BER;CPT;2014-01-17;1855;T;79;26;3
BER;CPT;2014-01-17;1855;T;79;7;5
BER;CPT;2014-01-17;1855;T;79;6;10
BER;CPT;2014-01-17;1855;V;59;357;0
BER;CPT;2014-01-17;1855;V;59;210;0
BER;CPT;2014-01-17;1855;V;59;200;0
BER;CPT;2014-01-17;1855;V;59;103;0
BER;CPT;2014-01-17;1855;V;59;70;1
BER;CPT;2014-01-17;1855;V;59;68;0
BER;CPT;2014-01-17;1855;V;59;64;1
BER;CPT;2014-01-17;1855;V;59;57;1
BER;CPT;2014-01-17;1855;V;59;50;1
BER;CPT;2014-01-17;1855;V;59;20;3
BER;CPT;2014-01-17;1855;V;59;19;6
BER;CPT;2014-01-17;1855;V;59;17;8
BER;CPT;2014-01-17;1855;V;59;15;11
BER;CPT;2014-01-17;1855;V;59;7;10
BER;CPT;2014-01-17;1855;Z;119;357;0
BER;CPT;2014-01-17;1855;Z;119;210;0
BER;CPT;2014-01-17;1855;Z;119;200;0
BER;CPT;2014-01-17;1855;Z;119;1;0
BER;BOB;2014-01-17;630;J;145;357;0
BER;CPT;2014-01-17;1855;L;69;25;3
BER;CPT;2014-01-17;1855;V;59;25;2
BER;BOB;2014-01-17;630;J;145;200;0
BER;BOB;2014-01-17;630;J;145;1;3
BER;BOB;2014-01-17;630;B;95;357;0
BER;BOB;2014-01-17;630;B;95;200;0
BER;BOB;2014-01-17;630;B;95;40;1
BER;BOB;2014-01-17;630;B;95;14;3
BER;BOB;2014-01-17;630;B;95;13;5
BER;BOB;2014-01-17;630;B;95;8;6
BER;BOB;2014-01-17;630;B;95;5;4
BER;BOB;2014-01-17;630;E;45;357;0
BER;BOB;2014-01-17;630;E;45;210;0
BER;BOB;2014-01-17;630;E;45;200;0
BER;BOB;2014-01-17;630;E;45;189;0
BER;BOB;2014-01-17;630;E;45;105;0
BER;BOB;2014-01-17;630;E;45;103;0
BER;BOB;2014-01-17;630;I;85;357;0
BER;BOB;2014-01-17;630;I;85;356;0
BER;BOB;2014-01-17;630;I;85;330;0
BER;BOB;2014-01-17;630;I;85;210;0
BER;BOB;2014-01-17;630;I;85;43;1
BER;BOB;2014-01-17;630;I;85;28;6
BER;BOB;2014-01-17;630;I;85;14;16
BER;BOB;2014-01-17;630;I;85;8;15
BER;BOB;2014-01-17;630;K;105;357;0
BER;BOB;2014-01-17;630;K;105;200;0
BER;BOB;2014-01-17;630;K;105;13;2
BER;BOB;2014-01-17;630;K;105;12;5
BER;BOB;2014-01-17;630;K;105;9;6
BER;BOB;2014-01-17;630;K;105;8;9
BER;BOB;2014-01-17;630;K;105;7;13
BER;BOB;2014-01-17;630;K;105;6;15
BER;BOB;2014-01-17;630;K;105;5;13
BER;BOB;2014-01-17;630;L;65;357;0
BER;BOB;2014-01-17;630;L;65;200;0
BER;BOB;2014-01-17;630;L;65;189;0
BER;BOB;2014-01-17;630;L;65;105;0
BER;BOB;2014-01-17;630;L;65;103;0
BER;BOB;2014-01-17;630;M;165;200;0
BER;BOB;2014-01-17;630;N;125;200;0
BER;BOB;2014-01-17;630;N;125;6;1
BER;BOB;2014-01-17;630;N;125;5;2
BER;BOB;2014-01-17;630;N;125;1;2
BER;BOB;2014-01-17;630;R;185;200;0
BER;BOB;2014-01-17;630;T;75;357;0
BER;BOB;2014-01-17;630;L;65;210;0
BER;BOB;2014-01-17;630;R;185;210;0
BER;BOB;2014-01-17;630;M;165;357;0
BER;BOB;2014-01-17;630;N;125;357;0
BER;BOB;2014-01-17;630;R;185;357;0
BER;BOB;2014-01-17;630;T;75;210;0
BER;BOB;2014-01-17;630;T;75;200;0
BER;BOB;2014-01-17;630;T;75;189;0
BER;BOB;2014-01-17;630;T;75;105;0
BER;BOB;2014-01-17;630;T;75;103;0
BER;BOB;2014-01-17;630;V;55;357;0
BER;BOB;2014-01-17;630;V;55;210;0
BER;BOB;2014-01-17;630;V;55;200;0
BER;BOB;2014-01-17;630;V;55;189;0
BER;BOB;2014-01-17;630;V;55;105;0
BER;BOB;2014-01-17;630;V;55;103;0
BER;BOB;2014-01-17;630;Z;115;357;0
BER;BOB;2014-01-17;630;Z;115;210;0
BER;BOB;2014-01-17;630;Z;115;200;0
BER;BOB;2014-01-17;630;Z;115;7;5
BER;BOB;2014-01-17;630;Z;115;6;10
BER;BOB;2014-01-17;630;Z;115;5;18
BER;BOB;2014-01-17;630;Z;115;4;31
BER;BOB;2014-01-17;630;Z;115;1;35
BER;BOB;2014-01-17;1705;J;145;200;0
BER;BOB;2014-01-17;1705;J;145;50;1
BER;BOB;2014-01-17;1705;J;145;2;3
BER;BOB;2014-01-17;1705;J;145;1;6
BER;BOB;2014-01-17;1705;J;145;0;8
BER;BOB;2014-01-17;1705;B;95;200;0
BER;BOB;2014-01-17;1705;B;95;12;1
BER;BOB;2014-01-17;1705;B;95;11;3
BER;BOB;2014-01-17;1705;B;95;8;5
BER;BOB;2014-01-17;1705;B;95;7;16
BER;BOB;2014-01-17;1705;B;95;5;16
BER;BOB;2014-01-17;1705;B;95;4;13
BER;BOB;2014-01-17;1705;B;95;1;12
BER;BOB;2014-01-17;1705;E;45;356;0
BER;BOB;2014-01-17;1705;E;45;200;0
BER;BOB;2014-01-17;1705;E;45;105;0
BER;BOB;2014-01-17;1705;E;45;76;2
BER;BOB;2014-01-17;1705;E;45;62;4
BER;BOB;2014-01-17;1705;E;45;54;4
BER;BOB;2014-01-17;1705;E;45;50;5
BER;BOB;2014-01-17;1705;I;85;13;2
BER;BOB;2014-01-17;1705;I;85;12;5
BER;BOB;2014-01-17;1705;K;105;357;0
BER;BOB;2014-01-17;1705;J;145;357;0
BER;BOB;2014-01-17;1705;B;95;357;0
BER;BOB;2014-01-17;1705;E;45;357;0
BER;BOB;2014-01-17;1705;I;85;357;0
BER;BOB;2014-01-17;1705;B;95;6;15
BER;BOB;2014-01-17;1705;E;45;6;3
BER;BOB;2014-01-17;1705;E;45;57;4
BER;BOB;2014-01-17;1705;K;105;200;0
BER;BOB;2014-01-17;1705;K;105;8;5
BER;BOB;2014-01-17;1705;K;105;7;4
BER;BOB;2014-01-17;1705;K;105;6;10
BER;BOB;2014-01-17;1705;K;105;5;20
BER;BOB;2014-01-17;1705;K;105;4;25
BER;BOB;2014-01-17;1705;L;65;357;0
BER;BOB;2014-01-17;1705;L;65;200;0
BER;BOB;2014-01-17;1705;L;65;57;0
BER;BOB;2014-01-17;1705;L;65;54;0
BER;BOB;2014-01-17;1705;L;65;26;5
BER;BOB;2014-01-17;1705;L;65;19;6
BER;BOB;2014-01-17;1705;M;165;357;0
BER;BOB;2014-01-17;1705;M;165;200;0
BER;BOB;2014-01-17;1705;M;165;0;4
BER;BOB;2014-01-17;1705;N;125;357;0
BER;BOB;2014-01-17;1705;N;125;200;0
BER;BOB;2014-01-17;1705;N;125;7;1
BER;BOB;2014-01-17;1705;N;125;4;3
BER;BOB;2014-01-17;1705;N;125;2;5
